"sub","reward_self","effort_self","reward_other","effort_other","diff_effort","diff_reward"
"7772",0.523269065743941,-0.555294686161993,0.303478853284996,0.00397363911822912,0.559268325280222,-0.219790212458945
"7803",-0.0689159694601288,-0.26054401091058,0.228616946857454,-0.664260874173194,-0.403716863262614,0.297532916317583
"7875",0.716451059597666,-0.048103292387911,0.0629870177100133,0.0772800772164,0.125383369604311,-0.653464041887652
"7927",0.714248465285553,-0.0505518122642185,0.059364143948897,0.0879700018520968,0.138521814116315,-0.654884321336656
"7937",0.723843906417213,-0.0537316600154079,0.210695227732664,0.429447742901369,0.483179402916777,-0.513148678684549
"8228",0.237384868517502,-0.195714713647248,0.168921343735437,-0.47413082741831,-0.278416113771062,-0.0684635247820657
"8251",0.716451059597666,-0.048103292387911,0.215693850252306,-0.191518867056959,-0.143415574669048,-0.500757209345359
"8604",0.719776403924817,-0.0601457369182943,0.0564001887480696,0.0911872831261124,0.151333020044407,-0.663376215176748
"8704",0.92406953332692,-0.441087089790923,0.262297989326786,-0.725774459523102,-0.284687369732178,-0.661771544000134
"8925",0.45373363755644,-0.440050333090513,0.0970050038947207,-0.230746313683366,0.209304019407148,-0.35672863366172
"8949",0.7116813906957,0.0630472655125717,0.147835572203165,-0.689470039838566,-0.752517305351138,-0.563845818492535
"8987",1.1542868643196,-0.399229634018489,0.39304475854275,0.250670632456109,0.649900266474598,-0.76124210577685
"9045",1.84440191987409,-0.149977838632743,0.628343121192205,-0.210417017569032,-0.0604391789362891,-1.21605879868189
"9203",0.716451059597666,-0.048103292387911,0.055201842958416,0.0997593655238615,0.147862657911772,-0.66124921663925
"9350",0.716451059597666,-0.048103292387911,0.055201842958416,0.0997593655238615,0.147862657911772,-0.66124921663925
"9477",0.723374400220611,-0.0715161267567589,0.0638286858568096,0.0585160022693415,0.1300321290261,-0.659545714363801
"9585",0.716451059597666,-0.048103292387911,0.055201842958416,0.0997593655238615,0.147862657911772,-0.66124921663925
"9593",-0.0683861558253596,-0.292946103342777,0.0579973691844622,0.09043800461058,0.383384107953357,0.126383525009822
