subject_id,grupo,k_self_parabolico_antiguo,k_other_parabolico_antiguo,beta_parabolico_antiguo,k_self_lineal_antiguo,k_other_lineal_antiguo,beta_lineal_antiguo,k_self_hiperbolico_antiguo,k_other_hiperbolico_antiguo,beta_hiperbolico_antiguo,k_self_parabolico_nuevo,k_other_parabolico_nuevo,beta_parabolico_nuevo,k_self_lineal_nuevo,k_other_lineal_nuevo,beta_lineal_nuevo,k_self_hiperbolico_nuevo,k_other_hiperbolico_nuevo,beta_hiperbolico_nuevo
1867,0,0.743878087328301,0.803851400593247,2.43784402752169e-7,0.542736615736829,0.746799752150263,6.87004317585821e-8,0.670984067313905,0.748658300072882,9.53571553246144e-8,0.19483363751517,0.0710000751154539,0.474361889888611,0.78987354531688,0.304010308622598,0.565799474993071,0.678665377467738,0.398721630950528,1.1327521176204
1870,1,0.252648161190673,0.745188638682542,0.883096868991678,0.788588735037087,0.729782164086246,1.12494070482923,1.45269810595625,0.750603821055021,2.48279817795827,0.0102825422306223,0.236118578241767,0.69701095217979,0.0594029982948553,0.908341042773036,0.876726360610718,0.128987707302104,1.12085021137339,1.7895791846905
2397,0,0.162047115588152,0.750219816557403,1.72680396540338,0.513569293110496,0.768588324307165,1.74640047790981,0.472451141924019,0.780194605392422,2.18913042528833,0.0991660924207004,0.16593903084368,1.46454568109695,0.434176416625081,0.645045284904953,1.76512174562815,0.410960426283961,0.631071844421661,4.06319426001821
2411,1,7.36718504404619e-9,0.697467636258189,1.56262260675607,2.36110859940049e-8,0.688860634626985,1.56262287528355,9.64338151321601e-8,0.756866352369472,1.56262431488816,0.0134473023768769,0.0348362349585744,0.604985216131548,0.0646286090431732,0.155200934971147,0.635819519566514,0.120914975006227,0.168067440675079,0.952592771059429
2431,1,0.0131633310359262,0.750124776678736,1.16208943624692,0.146749889747993,0.749218982145913,1.30182613088739,0.233687705058581,0.752347471307112,1.72885723826216,0.00653435947946113,0.072356630305672,0.973302090624716,0.0288662077428705,0.414259611956146,1.24788502714905,0.0349778650951355,0.520476202841256,2.32045997496533
2690,0,0.0612359156536008,0.749790970246638,1.53361889977574,0.225302708158962,0.749756915917422,1.61132087555645,0.276893346159467,0.749979194487019,2.39888025082376,0.00733607592500002,0.0858227255012128,1.01566668330608,0.0360346122486236,0.410089674319093,1.17732686560296,0.049964160206708,0.398571554025553,1.78909786972168
2803,0,1.4999999835413,0.761926100332356,0.327658176806277,1.49999997576834,0.762782267562981,0.511562643181044,1.4999989652484,0.745979520173703,0.282695485922727,0.182644005433445,0.432614977241834,1.05182308764633,0.672623011210256,1.17045162708244,1.11074226784291,0.645402331581547,1.22249820158412,3.28104931159143
2854,0,1.41041775987358e-8,0.75019958536842,18.9016126554614,4.2549619120819e-8,0.976383628994936,18.8035412863448,7.87830966295989e-9,0.750047063093484,20.3062183466233,0.00814160649681211,0.0170431507100026,2.67643895145024,0.0362588183137787,0.076261044831275,2.73387799461922,0.0450218781511352,0.0592209832330682,3.87965419297934
2899,0,0.0510068843478717,0.750047801024203,0.836883453009622,0.26110064455349,0.700157675174063,0.935540607894589,0.656416640716801,0.757675398343015,1.4235793853903,0.00883550258349915,0.13155722929607,0.738679620796325,0.0390702666382047,0.601942099710172,0.892116378026819,0.0620366619977169,0.819611973253297,1.68892145223297
2959,0,0.0780054321390632,0.743624624467942,0.996871792393158,0.345567094386008,0.750063616389209,1.15696948979461,0.602263339953376,0.7892007332585,1.87934072970753,0.00852975762165589,0.11645002296283,0.713003194502842,0.0409307844343847,0.569727439549301,0.888223169355065,0.0656378772674579,0.73106440653095806,1.48018942579824
2998,0,0.17123142816568,0.749822925633118,1.2021202494841,0.601397014616213,0.755897965151117,1.52165752537771,0.908399055603295,0.745695106821967,2.69336522886669,0.0193084459591956,0.176482246974634,0.827621562627525,0.189805047388171,0.725276816268913,1.21404559098167,0.208384206093678,0.880505190600954,2.68506661447626
3103,1,0.0491337437566103,0.769810140116912,2.21592237944155,0.149468680337557,0.750015685649082,2.17244777132886,0.165584885991456,0.75899775803843,2.76584100651814,0.0116569069105538,0.100642252544331,0.987016618965995,0.0556921243434053,0.444882001873445,1.09978922048076,0.0866986525265545,0.474990314940839,2.02331660258936
3178,1,6.52935681529998e-9,0.693980805020411,1.58740096354192,5.16679278371787e-9,0.562338820181858,1.58740095368065,4.77774223467946e-9,0.587381990208218,1.58740087547333,0.0164141291925323,0.0162348157379601,1.19134768962809,0.0872766379204153,0.0739273830514257,1.25254113826952,0.103138030624931,0.0604408147592389,1.6747963909025
3210,1,6.73634927263795e-9,0.717913411772323,1.7939565610414001,1.17013053289614e-7,0.670651609992278,1.79395553832245,1.0879324474347e-7,0.633257647302592,1.79395695864961,0.00667570042039658,0.0228082500455748,1.24115747898091,0.029137173263538,0.126869379726554,1.32438456822825,0.0319782195679082,0.158080001493871,1.86487531154799
3228,1,5.77955831579689e-9,0.72649680854892,2.1815822022548,9.91938664193216e-8,0.740068235893791,2.18158258172289,8.56939702617522e-8,0.758512830999721,2.18158281513011,0.00801454377619853,0.0214505649102538,1.24231341858182,0.0355819345037836,0.108537445405336,1.30205513227192,0.0467135148137712,0.120267553013441,1.7813504046164
3472,0,1.64949980140383e-7,0.749986351547293,17.3204179324441,3.85028780332903e-7,0.750005455100664,17.3148924716698,7.02675677758604e-8,0.768718670352608,18.9744337063036,0.00817073456150643,0.0235160993080082,1.6924486576894,0.0382848941371155,0.0957045101934401,1.72029342772218,0.0639059907682355,0.0674550075161825,2.27022855555903
3624,0,0.139359025923096,0.753481268925747,1.5711363177374,0.492570595718532,0.774024768205678,1.8432487541757,0.471407946327682,0.830837231260425,2.19781698098617,0.110015624104704,0.149072572858722,1.38419952987851,0.482954572416362,0.62755629435899,2.09983789881772,0.449496271279342,0.657337082652202,4.53568254714391
3771,1,6.78705185675987e-9,0.552546295797253,1.53284638849671,2.15888982786624e-8,0.59767149880564,1.53284812465106,4.99317020926652e-7,0.605293726555025,1.53285011423566,0.00788778365638652,0.0175217415282693,1.02665954625118,0.0363672006055262,0.0823431236708554,1.06282909702071,0.0539483100454566,0.0671047822205062,1.31508633679362
3928,1,1.11081411512809e-9,0.740929806494989,2.04452121819337,1.72984918244181e-8,0.735439236069953,2.04452135377373,3.52700345661431e-8,1.17707777622983,2.0445199515105,0.0211969808089078,0.020908047311006,0.661181224243881,0.0878864898119851,0.10577347679155,0.692736109530232,0.110879977907642,0.117591947801052,0.955895699296384
4164,0,9.40000688242643e-9,0.383166177202902,0.987300732699033,2.81998361707054e-8,0.619781392565186,0.987300339899158,8.21002301299248e-8,0.530904215571898,0.987300500291723,0.0432691221616074,0.0206121062992619,0.782006272347053,0.240162676750679,0.0940860142927182,0.869301070640469,0.307569900422032,0.067710335561677,1.44474720665532
4231,0,1.6538275206145e-7,0.748217568099089,1.06872285561676,2.91577550070785e-7,0.673946234024972,1.0687226822337,0.172795522633462,0.735464136841694,1.51841572084395,0.0065247018330747,0.0667033850459672,0.940818693188172,0.0282550306184655,0.315362962738283,1.02774214712981,0.032196977549867,0.410128638771293,1.89837338592071
